Index SHIndex BaiYunJiChang ZhongYuanHaiNeng ZhongZhiGuFen ZhongGuoYiYao HuaRunShuangHe RenFuYiYao JuHuaGuFen TianTanShengWu ZhongGuoJuShi ShengYiKeJi ShengWuGuFen ShouLvJiuDian KaiLeKeJi JiaHuaNengYuan YiLiJieNeng NanGangGuFen XiShuiGuFen AnQiJiaoMu ShangHaiJiaHua YangQuanMeiYe ShouKaiGuFen JianKangYuan ShengHeZiYuan SanYouHuaGong HuaLuHengSheng JinZhengGuFen ShiLanWei LanGuangFaZhan YangNongHuaGong ChiHongXinZhe FengHuoTongXun ZhongHuaGuFen GuoYaoGuFen HuaHaiYaoYe ZhongTianKeJi ZhongTieGongYe ZhongGuoRuanJian XiaMenWuYe JiChuanYaoYe ShanYingZhiYe KangEnBei TianDiKeJi ChangDianKeJi BeiDaHuang AiJianJiTuan WaiGaoQiao YuYuanGuFen DongYangGuang JunShengDianZi TianJinGang ZhongTangYaoYe JingJiangJiuDian XinChaoNengYuan ShuiJingFang XinGangGuFen ZhongChuGuFen HuaXinShuiNi ShangHaiJiDian NeiMengHuaDian ZhongJuGaoXin HangTianDianZi ShanShanGuFen HongFaGuFen BeiMengYiJi TangShanGang TaiPingYang HengLiYeYa XiBuKuangYe TongKunGuFen ZhongGuoWaiYun ZheShangZhengQuan DaLianGang ZhongKeShuGuang HeBangShengWu JinShiYuan KouZiJiao LaoBaiXing JiXiangHangKong ChenGuangWenJu ZhaoYiChuangXin GuoYaoYiZhi DaYueCheng ZhongGuoChangCheng JiDongShuiNi GuoXinJianKang LiZhuJiTuan GuJingGongJiu XingRongHuanJing JiLinAoDong ChangChunGaoXin YangGuangCheng ShiJueZhongGuo DongBeiZhengQuan YanJingPiJiu TaiHeJiTuan HangFaKongZhi GuoHaiZhengQuan XinXingZhuGuan BeiXinJianCai LuXiHuaGong ShunXinNongYe ZhongDingGuFen HuaLingGangTie JiZhongNengYuan XiYeGuFen ZhongNanJianShe YinTaiZiYuan LangChaoXinXi ChengZhiGuFen XinDaLu LongPingGaoKe XinHeCheng HuaLanShengWu ZhongHangJiDian YiFanYiYao SuBoEr ShuangLuYaoYe ZiGuangGuoWei SanHuaZhiKong GuoXuanGaoKe TaiYangZhiYe WanFengAoWei ZhongTaiHuaXue SanGangMinGuang NanJiDianShang ZhongHuanGuFen GuangDianYunTong ZhengBangKeJi YouZuWangLuo ZhongHangGuangDian HeLiTai DongHuaNengYuan YuYueYiLiao WeoShiTong DongFangYvHong ShengNongFaZhan HaiDaJiTuan GeLinMei JieRuiGuFen BeiFangHuaChuang WeiXingXinCai QianFangKeJi HaiPuRui SiWeiTuXin GuangLianDa GuiZhouBaiLing QiMingXingChen JinZhengDa XieXinJiCheng FuLingZhaCai SuoFeiYa HaiNengDa LingYiZhiZao LongMangBaiLi YiLingYaoYe KuaJingTong MuLinSen KangHongYaoYe EnJieGuFen ShenNanDianLu YiWeiLiNeng JiQiRen BiShuiYuan SanJuHuanBao XinWeiTongXin GuanXianChuanMei WeiNingJianKang LiYaDe GuangHuanXinWang JianFanShengWu YiLianWangLuo HuaDaJiYin SZIndex CYIndex
2015-04-22 680305086 22707818 195829611 19479971 56927536 35282039 17832526 53809316 9607472 50516604 68248808 2953737 262604 2134256 31031873 58335951 197587868 16652793 10191674 17957648 110125100 131430731 87833035 19408948 49311129 48736481 5419508 68358367 16412584 6067922 80589400 37199396 93253926 11651831 15207674 253425 116221679 36488697 21864372 7239582 360119885 23191872 17368014 603836 32855587 38318404 14767089 2816559 59013682 12753818 81176048 135555691 7445074 84788 30327099 24832186 120025331 56911105 29670568 304446263 34105020 95137626 18474940 6755869 3446794 97168301 410623028 6941893 139678646 22539109 318354563 257745 146948399 106403 21547838 4955045 52000 50900 23600 4613095 7400 3612741 141096596 101120345 37245904 1359039 2778142 11436776 158189976 49663845 2508557 589769 9619780 122225776 55938932 19391011 38591588 141598841 331102689 5036100 66093326 206964 24689160 82443498 120156815 49641404 32763790 34755130 15280190 786909 28601634 39692435 38735950 18596016 14830758 13602388 4914155 7191797 17917005 50265267 16517493 110144186 4866240 50578786 444900 587440 1161226 21260757 10212312 4907846 12787105 13449261 6747448 14895727 35081489 5253165 20406043 13597321 45609937 43493322 4988485 5306992 3299790 7417785 31823676 12685260 3878437 20971066 7860127 181914958 4795060 6020751 41405105 45185202 39760 7012920 905292 5680425 29100 12311 29866 26964195 26528341 16018699 11227027 5970910 28128193 20152322 6187430 2974099 14500 5300 5500 568062771 37301989
2015-04-23 667344661 18803026 124290041 14339069 37790567 25861042 16598152 111269746 13839794 50516604 83643718 3034949 262604 2134256 28170149 80459665 266734405 17669931 8191999 13579288 140943750 125449820 75726997 27635231 100067042 53322136 4217741 79978964 17847662 5318175 106990858 27895364 85900764 8968057 13918334 253425 86266110 31397381 49227272 7587057 271517871 33930097 18166501 603836 29010166 36689980 14336151 2816559 44454366 14457411 105020785 107463595 8803262 84788 25370635 38162119 91685741 59014509 21437843 239672103 32473975 73620975 18474940 10373546 3446794 134685158 411731169 6835101 168975873 17168166 318354563 257745 126702078 106403 20560966 4754970 52000 50900 23600 3413140 7400 3660971 107982191 65035460 50176676 1359039 2803410 12556917 138082264 43340932 2855101 589769 9395938 130477239 57499412 22908545 29871939 138683896 259895699 5036100 75576191 1397001 18438268 107279449 99846169 76091617 32763790 46475010 14093511 786909 31949812 35921429 38924429 17899681 12574775 20898872 5014020 15372562 21212047 57883067 21966314 92092956 4050372 59327213 444900 587440 1161226 23758104 17134385 4354835 8348076 18995227 5123502 13390712 19896016 4646564 21447126 8452352 46544625 51451588 6394799 5330149 3203256 11506202 40620202 13685209 3972881 14938128 9079863 181914958 5824575 4939036 27067964 60359768 39760 8203704 741253 4712096 29100 12311 29866 22567627 52132646 16216817 14578415 4942333 39018545 19742698 6012203 3497931 14500 5300 5500 582152114 38248609
2015-04-24 628554996 17757042 201782531 17881720 32114133 25607134 28231996 81345487 15365168 50516604 74349857 4902559 262604 2134256 22077224 67551766 154640390 16223165 12182152 8699614 89610694 82605240 91149457 16456188 65861786 50469911 4982690 63864836 15795090 4379820 79069168 34483681 75076755 7957221 12741079 253425 112367389 25144011 35292024 11158930 199457437 35684481 14090226 603836 27796038 50366825 10930360 2816559 36336222 12879304 63448559 94130942 9966245 84788 19989720 21648521 100926233 45622013 23298526 172195728 23155825 66591526 18474940 8355456 3446794 94415774 252250462 10626417 127094592 15028177 318354563 257745 115713378 106403 23269736 4150114 52000 18500 23600 3188877 7400 2736302 82694226 77641285 57499180 1359039 2470296 8854002 199310271 40888045 3287053 589769 7039518 98186451 42141187 12955365 48467243 83108602 196101046 5036100 79493333 39332577 17957245 83286601 70869294 47705476 32763790 29128958 36494920 786909 23444606 49538489 78205517 20679719 16434084 18588129 2633874 9419645 14016929 47758628 12105052 64408694 2789253 75640404 444900 587440 19277606 22106739 10857461 2578243 11467504 12034506 286527 12533704 21314455 5685579 13729337 14579520 36808866 32333768 7388290 7776308 2978127 11552153 25981116 9957728 5824991 15131676 6668410 181914958 4795630 3805742 50220240 38669626 39760 7990941 1180091 3967061 29100 12311 29866 14049482 46786921 18297148 25063327 4267103 23638408 18533267 5241106 4288156 14500 5300 5500 548152220 36429962
2015-04-27 671088521 19189060 319361259 18281860 50755409 19359697 36773930 66793479 11824656 50516604 68909073 3594137 262604 2134256 18889975 67683881 226676463 16101248 10965297 11092248 94075197 75362853 81957594 12537305 76444476 97219840 4082599 54090088 20449430 6667321 71519240 30027790 144338738 9801369 11605809 253425 199289756 29097585 23415301 11371045 159166651 249672 17368420 603836 31450703 44748754 21464944 2816559 46077132 14406986 56087996 103935723 9219646 84788 22601991 24607161 82809218 73285945 18285368 197269728 23155825 81667650 18474940 5830726 3446794 138015181 318601065 12755799 114648307 17506952 318354563 257745 114413076 106403 21405572 3484081 52000 12500 23600 3243849 7400 3626976 92696203 52901843 58211477 1359039 3155307 9719422 154707252 46186391 3317332 28066727 6125335 75388957 60350801 20735945 47186585 70082462 194174360 5036100 85343466 22977895 18255618 72908318 67712787 41943478 40911561 44977979 69196173 786909 18466298 48739922 64413868 19596701 17308133 10289831 2734560 12597832 13622535 46079904 9924949 55112294 3562372 65424420 444900 782421 22122221 18555854 44370792 3079738 11896462 23920128 286527 13354701 15682495 8547078 15707756 10187897 32236547 42146634 10411545 6614505 6248634 10826445 52275392 10059306 4531883 13259748 8175063 181914958 10342179 5659689 37761183 33266559 39760 7907208 2216858 6011209 29100 12311 29866 16137904 32774776 24657083 18164614 5997019 23346866 20500912 4509394 3755219 14500 5300 5500 526775746 34684443
2015-04-28 767676416 16718079 354333165 13305240 40934478 19387651 22159608 68143650 10586406 50516604 78979886 4283548 262604 2134256 19703056 55310589 138402372 34326171 9891423 11961363 107147175 161386102 79719980 12214936 79233458 68102731 5444664 50399375 16495144 9527939 78161534 24412477 97487212 7554798 11359002 253425 164377219 25020902 18483204 7321015 173545605 249672 17157207 603836 24293006 37351505 21218473 2816559 78942499 49116840 59351300 214836027 5886744 84788 23320549 18823383 60041004 41217598 22518557 304387863 57638676 64105792 18474940 6133629 3446794 141894947 251746613 7048432 111779919 31975578 318354563 257745 91412461 11432124 19629128 3957346 52000 40300 23600 3028892 7400 4451850 188380354 41080654 47890142 1359039 2659668 6991026 296326573 36696398 2621222 23867536 8073457 82351841 55706512 11905744 39067884 120750092 176798012 5036100 82288146 18048208 18216163 74812199 73042312 43067369 30691127 39225765 42048252 786909 21569727 52388792 50967867 12173494 13886100 8434939 2435570 24381613 21614402 42211228 9553586 71644645 2407468 71882914 444900 41522953 18137614 13121738 44370792 3247690 10122327 15847939 286527 10991664 13497540 12228016 14174921 11744396 36026533 49287973 6106798 5548982 5097344 13195333 29616113 35737376 4426678 11783002 8747221 181914958 11135538 6146243 27648873 30127718 39760 6815450 1461729 4229635 29100 12311 29866 14124050 27807683 15929087 17953848 7674333 24019991 22004691 6711840 2679356 14500 5300 5500 511069758 34410029
2015-04-29 519834202 16420093 260311876 9934117 29027756 14244159 19312807 83841597 8073018 50516604 51746023 3255377 262604 2134256 9653968 32102875 122753937 21487328 4820186 7485564 76406697 109128271 64903641 14722190 50774270 38271662 6588314 47033686 8411094 4906090 94407437 29853075 48078111 6536926 16270810 253425 99794684 14975005 28480633 5045895 121471084 249672 12818291 603836 21055004 24471234 11203901 2816559 38814631 16709069 43394553 166480093 6771034 84788 15031324 14103439 37169070 22948290 16638452 170799714 47037969 57404957 18474940 9087835 3446794 97972583 177553746 6039277 147267154 25596135 318354563 257745 89282175 5729367 35720888 2141872 52000 69499 23600 2169997 7400 3403480 124911606 28637329 39531427 1359039 3093205 6633810 146376175 27336684 2514624 20140574 5677604 54199224 34552060 12851566 42074771 69057810 104848506 5036100 66665506 11919266 10176393 46534981 78107193 48584455 18113456 28331236 41223115 786909 14266531 30898147 23361128 7928993 10140373 7266521 2123239 12899066 11132487 31959305 8041003 62211550 4847460 35614355 444900 28568796 38299678 10228712 44370792 2811261 8142645 12553279 286527 7130137 10541825 6804754 15162417 8533198 20971627 20732404 8867720 4156675 4395725 6973929 25762404 33931376 2810377 10699559 4529751 181914958 5783799 9866687 16496330 34737490 39760 5727007 894854 3807840 29100 12311 29866 16084465 25003887 12640672 16322396 4496917 14073847 25011599 5272619 2451289 14500 5300 5500 433930747 29865932
2015-04-30 526727975 22441988 160839927 16958930 45184909 11955187 11299737 48805843 12875532 50516604 71672055 3741295 262604 2134256 12538903 41984068 92304540 20699050 4934954 14493241 62049080 210634978 93086218 8783236 56554307 45248037 6960195 37921145 34324136 5030357 59560109 21169426 50055926 6944521 12338500 253425 63829807 16499583 17315515 5309920 102860060 249672 35229642 603836 37997401 40955509 14807279 132595310 38132316 13277611 37463490 111904662 4726830 84788 16703151 16000879 61310400 20909354 16651128 275818098 64417406 48872192 18474940 4755554 3446794 89280325 150352361 5889924 110702741 61681086 318354563 257745 58986010 3883229 19031710 2576765 52000 108299 23600 2841432 7400 5478525 107136275 39971774 36217550 1359039 4305189 5579021 110369002 30786043 2661743 18080549 6846672 51794630 45429858 22614150 32971893 65651611 86528055 5036100 91404564 10619690 19120907 49436180 52974592 32378209 27406142 22210105 47937292 786909 17304291 25295339 23842123 12019220 10501605 6280608 2749460 10515630 10286296 49143611 7731391 62279364 3464917 35057559 444900 64762704 41692339 11664204 44370792 4938841 7223804 15113836 286527 12431056 17682715 5868428 17106852 6012473 21517203 21691237 9195587 3838390 5504585 7673348 24719275 19976551 3107128 9571738 7432622 181914958 4419674 6064479 21217050 24749710 39760 8049672 1015485 7005808 29100 12311 29866 15628472 22482155 14775974 15015522 5955900 18428582 25877653 4710260 3574543 14500 5300 5500 440210458 34285826
2015-05-04 494173398 32986760 121195644 22809355 53045717 12777930 12784349 31489801 9580999 50516604 65043109 4410828 262604 2134256 13051394 62297755 121832726 20395003 5344215 7425067 56886911 244242024 78378826 6466318 87867525 38253249 5276621 33390406 18210019 4560622 42635487 18170016 52851845 6462422 15351452 253425 133655440 15358208 10745539 5505803 137230206 249672 15422153 603836 47715322 44264897 14438840 69280600 29018981 13793777 89462218 76560941 4945136 84788 16703151 14241019 50538270 23506122 21946444 494759236 347100 93071275 18474940 7513365 3446794 212098943 110382089 5491951 78732708 61681086 318354563 257745 70713935 5263023 19948636 2561029 52000 188900 23600 2964842 7400 4625557 79136865 25899155 99312614 44780634 3869467 4980533 92108209 43122422 2302042 13992270 3913215 46448977 45834154 12981757 33963369 45793413 165572576 5036100 61838799 12181099 17076496 51352650 60800097 26835654 15488185 23052431 44221713 786909 15100820 29534340 18602228 10550955 11716527 6163691 2039514 12299352 8529396 24331939 6629828 70480887 3580330 32035923 444900 64762704 24835163 11417738 44370792 4436806 10194177 17996198 286527 10405530 15433131 9437782 21033022 5601419 15751693 17875039 4550606 3611735 4580278 6158656 23463422 13753819 2241816 8053290 4238189 181914958 5823469 8475851 12646047 30101765 39760 6949870 1615165 5004977 29100 12311 29866 17294350 26849737 20389829 13868415 5091072 22824432 15723222 3406236 2149948 14500 5300 5500 404574720 29104457
2015-05-05 572858596 21190713 124147072 18054221 36940852 15201912 11672207 50697910 16739949 50516604 43286452 3577697 262604 2134256 15209119 78965185 106413767 24531096 5263216 7541403 49227386 147231706 48992468 7725865 67676994 63907205 4765534 32193963 18533243 5414103 55919601 22392673 83709586 6637705 11611577 253425 97100402 11576616 13719006 9852578 173068620 249672 16350499 603836 43556371 35801695 13940498 65213528 29173664 27625632 54173850 93721844 4546894 84788 19213367 16778432 63777765 31512671 26904650 609289160 347100 111313037 18474940 8338667 3446794 140698718 172276387 6274303 110817636 61681086 318354563 257745 81285610 4583413 18115974 3061921 52000 416100 23600 3011190 7400 3058307 90252313 27562385 62255305 32737832 1847892 6229087 124398327 35640367 3909553 16247454 7939333 72310047 82027551 13154150 36477605 71602483 124581863 5036100 58168383 13955063 15340663 89184575 49070558 28287187 12621421 19983935 35369711 786909 15317270 32601081 28997072 18548363 10993727 10444080 2517191 10651618 12500943 31439786 9171307 63304907 2543262 44124991 444900 64762704 23057379 6656025 44370792 2916250 9255348 15310739 286527 9462524 12393669 5604856 17780573 11395676 29255762 24535549 5293598 5378070 6726761 7357991 23157114 15071856 4049338 7080002 3984502 181914958 3726151 7969223 18265427 23350922 39760 8164826 1524868 4542750 29100 12311 29866 9501431 35958926 17551885 13961333 6576157 18124073 13620324 4146974 2608909 14500 5300 5500 469316176 30083796
2015-05-06 481732993 18569221 135965000 14832551 31635430 12155478 14397426 39989354 15809231 50516604 32012645 5605990 262604 2134256 12797286 64829151 101576156 27637613 5434688 7356370 52565351 107227752 53417605 8347236 44317298 43546398 6098728 53175002 16440345 3865170 44241908 17674739 55858789 8632038 12437531 253425 77980914 17916126 12071598 5805553 138017655 249672 17351523 603836 39859262 34214400 10027418 57911062 29652498 15565279 40046384 70806529 3380227 84788 12690567 12447441 36481232 21418324 29777055 297483658 347100 77150682 18474940 5155134 3446794 81648480 168794143 5022571 91082354 61681086 318354563 257745 81768709 4426488 13195187 2379367 52000 15613625 23600 2012810 7400 2027916 62183836 23270905 55350409 26841744 1884459 7117996 99622227 33234906 1837974 9447920 4437057 72310047 87629143 8735145 26234672 64817189 141501658 5036100 49042096 11339853 13844560 44458244 37933676 23569327 12402807 14086546 29931110 786909 16726062 22618194 23230545 18566649 10037969 6679550 1892151 10233100 11455025 30396050 8013927 55072983 1780224 31657615 444900 64762704 31164639 9466111 44370792 5621187 9575645 11807992 286527 6656976 13841906 6723775 16320903 6801171 20789674 21786637 4865552 3065120 6003759 8162573 26468358 11153004 2806355 13021447 5528368 181914958 3444797 9936867 11648796 17770311 39760 6431850 2876222 6199881 29100 12311 29866 12998609 53323151 17351734 12670154 5858708 16416299 16967632 4087184 3167149 14500 5300 5500 411887921 34768114
2015-05-07 394566653 15718248 108450750 14281794 23652164 10140662 11441057 26252962 9617100 50516604 27859786 3168206 262604 49330542 9304899 52026472 90655318 18165034 4049147 7415941 42151819 80882019 56289862 5229153 41975074 30943549 6026861 36250390 12663608 2185441 36198185 12367300 43045994 5274136 9284735 253425 72538782 20222210 8313164 4206719 137772474 249672 11715905 603836 24394142 22376050 9034665 73222534 68331120 18439560 42754694 56511770 2664545 84788 11574678 11114369 34654055 15578425 24160232 222806238 347100 62861023 25747939 3948000 3446794 82946247 143182339 3955529 73406848 61681086 318354563 257745 64887318 3227669 18714284 1825434 52000 22379580 23600 2092119 7400 1708003 44801485 24716827 43844845 25453010 3479770 4204295 90839552 22124734 1955682 15781838 5790907 55017695 57706775 11961473 21364323 48689326 115667930 5036100 45483982 10838412 11014687 43173911 39851604 17364753 9986551 13031791 19986962 786909 13907468 24018517 20044359 11359107 9379065 9573826 2325475 9212472 9324291 23788495 3540554 45859806 2517265 28757210 444900 64762704 17267026 6088600 44370792 3094649 5837032 12896615 286527 7587015 9788177 5763747 17633743 5288374 17810402 22516143 4015305 3987667 6842420 5090298 33748949 13966659 2914972 11862323 4149908 181914958 2840530 4853896 11318110 17917125 39760 6242326 2178381 4800820 29100 12311 29866 8537499 35860243 11679372 9377332 8964346 17984002 18190948 2605673 2426686 14500 5300 5500 355877057 30603594
2015-05-08 397428094 23688504 104777395 13136042 20202108 8345686 11091822 26563709 10262933 32430934 81933525 3120256 262604 45520720 10028820 35789498 68640486 18137306 7476821 8376821 39807396 77445779 52802178 5695294 50971884 24648376 6261293 31604623 12007242 3455672 33029819 21901088 39387484 6020784 8886721 253425 77170886 41761531 9674272 6009113 126684779 249672 7702839 603836 28388944 24908328 12530937 58137831 112339200 15593115 36814030 59631332 3091866 84788 9486642 9021505 36570773 21753822 22830928 152920484 347100 54141765 20021651 4361189 3446794 65904353 141835810 5140393 62614804 61681086 318354563 257745 55270792 4318159 12779838 2657965 52000 28444936 23600 3699794 7400 2161986 54280330 47810883 49256759 37388607 6703044 4376154 80324781 30645693 3436557 12118318 12310964 52146858 34907234 10272173 16045068 47416506 96967729 5036100 38198950 8399343 14612263 35738471 33651503 16061338 10670613 14347767 59771558 786909 19960093 17861329 21342769 14748062 9053379 9926715 1921122 19224833 12649733 30418898 6109479 39766766 2585873 29705459 444900 64762704 38247020 15635869 44370792 5013815 9676680 16196320 286527 12788318 1550200 4358697 10985990 4890641 18607980 19128927 4503690 3806118 7561802 5587641 46917943 27069909 5996449 15193865 6214179 181914958 3862796 7731407 18304251 18764885 39760 10545063 669919 4064668 29100 12311 29866 13234294 31144663 13083695 13707552 9538169 20844929 28039296 256198 3345774 14500 5300 5500 403226757 38363322
2015-05-11 488750515 14250055 118476959 16528015 27010963 16764011 16469961 44929356 15096462 40292352 57684453 8164330 262604 50532164 10372605 51673055 89141559 24147945 7200035 16763346 73383568 132182659 86314142 10864896 56378091 33056283 5677106 44002182 18629147 10066691 55443403 43764225 37937392 9702866 15074640 253425 72056498 39942329 13534147 8523280 125657859 249672 18294615 603836 29037505 66710488 15593682 65116011 157196863 20615018 40608919 71310540 6386115 84788 12278081 15857290 45709083 40532943 18144770 160681092 347100 58409118 23718069 7317942 3446794 83920598 175814776 9839453 84220980 61681086 318354563 257745 78971128 4783413 13684735 5200628 52000 19885253 23600 4079585 7400 3907084 78016075 67308560 58898577 34037752 5931567 5829880 92681889 40941746 3324734 20107072 14170693 65831776 52290209 17160484 24259354 111015826 109143673 5036100 39573432 15922350 25465371 40737715 47526453 32555086 19031661 29079725 64351295 786909 30961141 26198191 22443813 13497993 13590350 10244213 3937430 19331304 17501500 42151850 16998672 64071590 3191630 35317571 444900 64762704 38413967 18363587 44370792 5641023 14267655 23599391 286527 21257839 1550200 6936623 10683567 8610509 33209120 23285693 6531254 6557926 8793598 9018300 46636646 30796649 4843714 17331110 8161429 181914958 3570140 7824287 23694266 21156152 39760 10010523 2434165 16670984 29100 12311 29866 17024543 35517669 22715372 19304267 10699611 53718713 42175027 256198 3509798 14500 5300 5500 498476451 48013490
2015-05-12 521866408 16962652 127316517 22761683 29380805 16647175 15262140 41541724 21101993 43827267 43536630 5967067 262604 51598632 17421360 58103607 73620314 18124219 8550208 11805530 59358882 97127951 133414870 8269941 62035914 34057158 4825585 50123067 34743036 9421184 46106032 34759908 40731944 16430641 17041196 253425 65282596 29745373 18537992 10361709 113595816 249672 28574633 603836 33318229 87633024 27380461 88951403 170495357 23159473 43267331 109512194 9300318 84788 9206829 10924963 46531729 33978163 30016560 260781502 347100 82802099 25781529 7680168 3446794 71324498 381807884 10863718 78693807 61681086 318354563 257745 82181295 5034189 18580037 4449586 52000 15287324 23600 6397725 7400 3178499 85114253 53425755 42013937 26199000 7449454 7983842 113835831 39650447 3113412 21187723 15487355 84439281 49763768 12048358 49651715 125985276 108818721 5036100 58170761 14267723 27584791 37788854 42185294 30477957 20438460 21632528 45512053 786909 38693214 35407058 26002488 17699822 17866913 13042367 3913913 15557395 20662264 43071464 13321556 50287414 3059210 38695993 444900 64762704 98540376 20606134 44370792 5127762 17794183 18548061 286527 15566740 1550200 6929855 12103449 14700115 30833991 25473149 4123245 11580458 7009338 8972069 40686322 33621593 4367040 14288218 10650806 181914958 3357189 7573599 44334974 31535458 39760 9032701 4294199 17908580 29100 12311 29866 14860891 36661903 19043750 18240619 9368227 55561749 33602735 256198 2623775 14500 5300 5500 541630347 51249204
2015-05-13 510490475 15521244 119035077 22342909 30319192 14911701 21043015 52417859 17829341 30305595 82026566 4674978 262604 44779333 17672941 60985597 91348735 23198114 8117497 15317921 49794929 2982674 77766776 12109209 51781286 43204680 4365649 68344809 16956512 8244681 45386316 46973672 37219144 12583718 11160494 253425 74838975 21810665 23139339 11104167 107289629 249672 27253289 603836 46018836 58078777 20839029 60853429 233665500 19601488 42933657 83800155 13840486 84788 8826259 12733599 44791759 22645697 23569474 209610849 347100 101869141 22502697 4914217 3446794 87433742 211601523 13555748 76765458 38329449 318354563 257745 117565164 6612885 16579011 5058198 52000 11248313 23600 7663460 7400 4188705 74394780 64397445 49509639 40462018 4194729 6898863 90909265 50039698 2627449 23745713 18049436 56250014 51443771 12630865 50341115 63100919 116861058 5036100 73453212 22231243 31650930 56554837 46467770 31800867 18437818 25199027 51083979 786909 38830101 57781698 27662501 12579449 11998883 11294328 3141247 9916544 23001053 54644796 25138222 42578136 3448162 68573457 444900 64762704 67382019 22829236 44370792 4828889 11541638 14477609 286527 16377303 1550200 11022385 10895838 14280781 39047119 25118319 4987545 5552674 6509539 10419722 45323272 26251820 3931228 16121566 11043759 181914958 3685059 3049557 44174068 28845384 39760 10082518 3602950 10072300 29100 12311 29866 15121498 25420076 18162431 19904084 1098884 54698829 26698224 256198 5237495 14500 5300 5500 539316826 46156896
2015-05-14 449077935 14368638 83887591 14826495 35709276 10952924 12562246 48403751 12870250 24849841 74362567 3280599 262604 28289743 25044320 35289700 83694940 20947846 9465960 20210498 44839239 2982674 92297687 23924564 40263994 34733139 3744619 64486230 18189024 6022671 58985777 53945649 37475002 8125167 9388367 253425 55232649 24972185 52845900 9808393 103772947 249672 33013693 603836 26916602 46828599 18812222 41027478 147126822 27909755 36291974 55012654 6539035 84788 9646605 10750770 42737947 16580172 19125850 185909776 347100 51786708 15740134 4559092 3446794 74412398 171553134 9461887 97835729 18224550 318354563 257745 63295325 4167448 12422447 6868551 52000 6626878 23600 4422781 7400 3055921 46786437 42940368 30009933 32986726 3135043 5630514 99044336 29493488 3006516 18901163 12683802 48289101 70753472 13034332 24408323 56603950 101921602 5036100 52859253 13244050 16494462 120344259 36942666 40785970 29848935 33474519 33343181 786909 21130607 38706421 20791204 9124952 11620350 24256358 4609825 7044632 16315177 39896014 23345101 37649594 3030143 39348626 444900 64762704 58572583 26313780 44370792 5132578 7783176 22944113 286527 10876355 1550200 6288270 8228002 7612763 38022211 31384448 4416611 6210472 6470346 7414626 35795745 26751746 5029611 11928307 17087966 181914958 3183191 3268333 25235367 79098826 39760 12547117 2482292 12639145 29100 12311 29866 16082734 28922784 12554620 12333212 1098884 43652044 26390112 256198 4125942 14500 5300 5500 512902011 44148589
2015-05-15 439706198 11089678 74434302 24490218 27604658 15370122 11132951 37939903 10135578 16674483 48154383 2645029 262604 49670245 14662277 65419198 59488644 13344610 9296540 10290138 55807760 2982674 62489210 34094339 87779299 31685702 4490340 50889312 18308656 5572880 44307288 29204100 23884140 9463577 7985505 253425 189735082 19555634 80370361 8150099 92443987 249672 19355479 603836 28218609 36570158 20600144 51622547 103500192 18376259 31785146 58542326 11025548 84788 8618992 9739068 36676558 26000649 16569826 154892358 347100 2512600 13568800 3290902 3446794 68574671 152315617 7804249 104492054 14160616 318354563 257745 60329541 3025020 10702823 5329971 52000 27695801 23600 4225886 7400 4410210 48498574 34155415 51345488 21358686 3903148 5324328 92045960 31781941 2688818 17086962 16284010 48868342 50022698 11244983 29837085 61228002 83122967 5036100 36672966 11057404 16242233 120344259 39468569 31818986 24941635 30582829 31602904 786909 33047723 40925291 19051429 18767781 12593939 24256358 3046968 8109927 15025673 35274625 13277156 35281242 3554912 61777505 444900 64762704 38004762 18104807 44370792 4655289 8444879 18887388 286527 10567433 1550200 4462362 6688045 9777212 28684146 28682799 5032781 3376343 4802029 7413031 25861754 40427697 4202968 9636625 13818771 181914958 11162174 4046756 24511501 112706653 39760 9992914 3050120 9953348 29100 12311 29866 10794075 23174601 14137995 11064125 1098884 29386301 17976207 256198 4358777 14500 5300 5500 502436449 40803046
2015-05-18 380057452 10505704 153330972 26059623 19388422 12084720 14347979 27721529 10585126 20724411 158332773 5745448 262604 42629094 11269193 54634742 51281224 12876358 7575185 11346575 42694290 2982674 85334551 17074048 40573377 21247273 4564762 85816716 13535903 6347007 36664180 34607069 21462661 15984665 9916144 253425 125259668 15505340 34675154 6653198 73732750 249672 15265941 603836 24227230 44689648 29357599 32120584 83978536 17586148 26913358 111038515 5981137 84788 7066489 9526070 44408138 16307610 12206844 102386420 347100 2512600 17662875 5292871 3446794 53644183 116508515 10237174 57376840 14864936 318354563 257745 47635946 3643955 20777384 9710989 52000 23039800 23600 4954647 7400 4756481 88951879 36454590 28994792 21231670 3699253 3661331 69832807 24693024 4057409 14158514 10561534 39738555 70317962 14840835 30084026 44265645 87224699 5036100 33533273 7241193 16669101 120344259 29209404 25482986 16817840 30848993 27527281 786909 51910769 53080623 37070452 25125535 17150628 24256358 2431474 12570516 14424168 37790982 11146736 87874535 6358402 51911506 444900 64762704 28872540 21682968 29680809 3310460 10547467 14114821 286527 13719939 1550200 7494512 14045518 5971535 42363604 32750163 4686246 3316486 9897072 13375110 36937464 45516079 2707914 27242828 12722985 181914958 13382087 4687361 28247456 50329314 39760 6921984 3050120 9935633 29100 12311 29866 10910843 22329854 24670834 12775873 1098884 25266532 24166011 256198 4926213 14500 5300 5500 457268175 42156099
